q101 AP880212-0047 WSJ880125-0124
q101 AP880330-0014 WSJ880125-0124 AP880212-0047
q101 WSJ880420-0116 WSJ880125-0124 AP880212-0047 AP880330-0014
q101 AP880513-0046 WSJ880125-0124 AP880212-0047 AP880330-0014 WSJ880420-0116
q132 AP900430-0108 AP900426-0139 AP900426-0177 AP900426-0291 WSJ900427-0094 AP900427-0185
q132 AP900505-0015 AP900426-0177 AP900426-0291 WSJ900427-0094 AP900427-0185 AP900430-0108
q132 AP900512-0139 AP900426-0291 WSJ900427-0094 AP900427-0185 AP900430-0108 AP900505-0015
q132 AP900515-0153 WSJ900427-0094 AP900427-0185 AP900430-0108 AP900505-0015 AP900512-0139
q132 AP900529-0011 AP900427-0185 AP900430-0108 AP900505-0015 AP900512-0139 AP900515-0153
q132 AP900607-0022 AP900430-0108 AP900505-0015 AP900512-0139 AP900515-0153 AP900529-0011
q132 AP900613-0034 AP900505-0015 AP900512-0139 AP900515-0153 AP900529-0011 AP900607-0022
q132 AP900615-0032 AP900512-0139 AP900515-0153 AP900529-0011 AP900607-0022 AP900613-0034
q132 AP900619-0195 AP900515-0153 AP900529-0011 AP900607-0022 AP900613-0034 AP900615-0032
q132 WSJ900620-0141 AP900529-0011 AP900607-0022 AP900613-0034 AP900615-0032 AP900619-0195
q132 AP900623-0046 AP900607-0022 AP900613-0034 AP900615-0032 AP900619-0195 WSJ900620-0141
q132 AP900705-0191 AP900613-0034 AP900615-0032 AP900619-0195 WSJ900620-0141 AP900623-0046
q132 AP900707-0159 AP900615-0032 AP900619-0195 WSJ900620-0141 AP900623-0046 AP900705-0191
q132 AP900712-0172 AP900619-0195 WSJ900620-0141 AP900623-0046 AP900705-0191 AP900707-0159
q132 AP900713-0108 WSJ900620-0141 AP900623-0046 AP900705-0191 AP900707-0159 AP900712-0172
q132 AP900716-0173 AP900623-0046 AP900705-0191 AP900707-0159 AP900712-0172 AP900713-0108
q132 AP900719-0090 AP900705-0191 AP900707-0159 AP900712-0172 AP900713-0108 AP900716-0173
q132 AP900720-0124 AP900707-0159 AP900712-0172 AP900713-0108 AP900716-0173 AP900719-0090
q132 AP900720-0166 AP900712-0172 AP900713-0108 AP900716-0173 AP900719-0090 AP900720-0124
q132 AP900721-0086 AP900713-0108 AP900716-0173 AP900719-0090 AP900720-0124 AP900720-0166
q132 WSJ900723-0001 AP900716-0173 AP900719-0090 AP900720-0124 AP900720-0166 AP900721-0086
q132 AP900723-0131 AP900720-0124 AP900720-0166 AP900721-0086 WSJ900723-0001 AP900723-0058
q132 AP900725-0131 AP900721-0086 WSJ900723-0001 AP900723-0058 AP900723-0131 AP900724-0019
q132 AP900725-0172 WSJ900723-0001 AP900723-0058 AP900723-0131 AP900724-0019 AP900725-0131
q132 AP900727-0139 AP900723-0058 AP900723-0131 AP900724-0019 AP900725-0131 AP900725-0172
q132 AP900730-0111 AP900723-0131 AP900724-0019 AP900725-0131 AP900725-0172 AP900727-0139
q132 WSJ900730-0139 AP900724-0019 AP900725-0131 AP900725-0172 AP900727-0139 AP900730-0111
q132 AP900731-0083 AP900725-0131 AP900725-0172 AP900727-0139 AP900730-0111 WSJ900730-0139
q132 WSJ900731-0089 AP900725-0172 AP900727-0139 AP900730-0111 WSJ900730-0139 AP900731-0083
q132 AP900801-0087 AP900730-0111 WSJ900730-0139 AP900731-0083 WSJ900731-0089 AP900731-0133
q132 AP900801-0193 WSJ900730-0139 AP900731-0083 WSJ900731-0089 AP900731-0133 AP900801-0087
q132 AP900802-0176 WSJ900731-0089 AP900731-0133 AP900801-0087 AP900801-0193 AP900802-0034
q132 WSJ900803-0024 AP900731-0133 AP900801-0087 AP900801-0193 AP900802-0034 AP900802-0176
q132 AP900810-0106 AP900801-0087 AP900801-0193 AP900802-0034 AP900802-0176 WSJ900803-0024
q132 AP900817-0086 AP900801-0193 AP900802-0034 AP900802-0176 WSJ900803-0024 AP900810-0106
q132 AP900817-0123 AP900802-0034 AP900802-0176 WSJ900803-0024 AP900810-0106 AP900817-0086
q132 AP900819-0060 AP900802-0176 WSJ900803-0024 AP900810-0106 AP900817-0086 AP900817-0123
q132 AP900821-0179 AP900810-0106 AP900817-0086 AP900817-0123 AP900819-0060 AP900820-0114
q132 AP900822-0139 AP900817-0086 AP900817-0123 AP900819-0060 AP900820-0114 AP900821-0179
q132 AP900829-0151 AP900817-0123 AP900819-0060 AP900820-0114 AP900821-0179 AP900822-0139
q132 AP900904-0140 AP900820-0114 AP900821-0179 AP900822-0139 AP900829-0151 AP900829-0230
q132 WSJ900906-0037 AP900821-0179 AP900822-0139 AP900829-0151 AP900829-0230 AP900904-0140
q132 WSJ900907-0190 AP900822-0139 AP900829-0151 AP900829-0230 AP900904-0140 WSJ900906-0037
q132 AP900913-0096 AP900829-0151 AP900829-0230 AP900904-0140 WSJ900906-0037 WSJ900907-0190
q132 WSJ900921-0003 AP900829-0230 AP900904-0140 WSJ900906-0037 WSJ900907-0190 AP900913-0096
q132 WSJ900924-0175 AP900904-0140 WSJ900906-0037 WSJ900907-0190 AP900913-0096 WSJ900921-0003
q132 AP901002-0029 WSJ900906-0037 WSJ900907-0190 AP900913-0096 WSJ900921-0003 WSJ900924-0175
q132 AP901011-0056 WSJ900907-0190 AP900913-0096 WSJ900921-0003 WSJ900924-0175 AP901002-0029
q132 AP901012-0129 AP900913-0096 WSJ900921-0003 WSJ900924-0175 AP901002-0029 AP901011-0056
q132 AP901016-0002 WSJ900921-0003 WSJ900924-0175 AP901002-0029 AP901011-0056 AP901012-0129
q132 AP901023-0033 AP901002-0029 AP901011-0056 AP901012-0129 AP901016-0002 AP901016-0116
q132 AP901024-0074 AP901011-0056 AP901012-0129 AP901016-0002 AP901016-0116 AP901023-0033
q132 AP901024-0194 AP901012-0129 AP901016-0002 AP901016-0116 AP901023-0033 AP901024-0074
q132 AP901204-0109 AP901016-0002 AP901016-0116 AP901023-0033 AP901024-0074 AP901024-0194
q132 AP901211-0016 AP901016-0116 AP901023-0033 AP901024-0074 AP901024-0194 AP901204-0109
q132 AP901213-0031 AP901023-0033 AP901024-0074 AP901024-0194 AP901204-0109 AP901211-0016
q132 AP901213-0220 AP901024-0074 AP901024-0194 AP901204-0109 AP901211-0016 AP901213-0031
q132 AP901214-0004 AP901024-0194 AP901204-0109 AP901211-0016 AP901213-0031 AP901213-0220
q132 AP901218-0121 AP901204-0109 AP901211-0016 AP901213-0031 AP901213-0220 AP901214-0004
q132 AP901221-0132 AP901211-0016 AP901213-0031 AP901213-0220 AP901214-0004 AP901218-0121
q132 AP901231-0103 AP901213-0031 AP901213-0220 AP901214-0004 AP901218-0121 AP901221-0132
q132 WSJ901231-0150 AP901213-0220 AP901214-0004 AP901218-0121 AP901221-0132 AP901231-0103
q127 WSJ880107-0188 WSJ880107-0064
q127 WSJ880120-0149 WSJ880107-0064 WSJ880107-0188
q127 WSJ880126-0034 WSJ880107-0064 WSJ880107-0188 WSJ880120-0149
q127 WSJ880126-0070 WSJ880107-0064 WSJ880107-0188 WSJ880120-0149 WSJ880126-0034
q127 WSJ880127-0114 WSJ880107-0064 WSJ880107-0188 WSJ880120-0149 WSJ880126-0034 WSJ880126-0070
q127 WSJ880205-0059 WSJ880107-0188 WSJ880120-0149 WSJ880126-0034 WSJ880126-0070 WSJ880127-0114
q127 WSJ880208-0049 WSJ880120-0149 WSJ880126-0034 WSJ880126-0070 WSJ880127-0114 WSJ880205-0059
q127 AP880218-0090 WSJ880126-0034 WSJ880126-0070 WSJ880127-0114 WSJ880205-0059 WSJ880208-0049
q127 AP880219-0139 WSJ880126-0070 WSJ880127-0114 WSJ880205-0059 WSJ880208-0049 AP880218-0090
q127 AP880219-0224 WSJ880127-0114 WSJ880205-0059 WSJ880208-0049 AP880218-0090 AP880219-0139
q127 AP880220-0049 WSJ880205-0059 WSJ880208-0049 AP880218-0090 AP880219-0139 AP880219-0224
q127 AP880222-0111 WSJ880208-0049 AP880218-0090 AP880219-0139 AP880219-0224 AP880220-0049
q127 AP880223-0191 AP880218-0090 AP880219-0139 AP880219-0224 AP880220-0049 AP880222-0111
q127 AP880224-0051 AP880219-0139 AP880219-0224 AP880220-0049 AP880222-0111 AP880223-0191
q127 AP880224-0081 AP880219-0224 AP880220-0049 AP880222-0111 AP880223-0191 AP880224-0051
q127 AP880224-0242 AP880220-0049 AP880222-0111 AP880223-0191 AP880224-0051 AP880224-0081
q127 AP880226-0101 AP880222-0111 AP880223-0191 AP880224-0051 AP880224-0081 AP880224-0242
q127 AP880227-0022 AP880223-0191 AP880224-0051 AP880224-0081 AP880224-0242 AP880226-0101
q127 AP880229-0133 AP880224-0051 AP880224-0081 AP880224-0242 AP880226-0101 AP880227-0022
q127 AP880301-0010 AP880224-0081 AP880224-0242 AP880226-0101 AP880227-0022 AP880229-0133
q127 AP880301-0167 AP880224-0242 AP880226-0101 AP880227-0022 AP880229-0133 AP880301-0010
q127 AP880302-0141 AP880226-0101 AP880227-0022 AP880229-0133 AP880301-0010 AP880301-0167
q127 AP880302-0205 AP880227-0022 AP880229-0133 AP880301-0010 AP880301-0167 AP880302-0141
q127 AP880303-0008 AP880229-0133 AP880301-0010 AP880301-0167 AP880302-0141 AP880302-0205
q127 AP880304-0023 AP880301-0010 AP880301-0167 AP880302-0141 AP880302-0205 AP880303-0008
q127 AP880304-0175 AP880301-0167 AP880302-0141 AP880302-0205 AP880303-0008 AP880304-0023
q127 AP880311-0168 AP880302-0141 AP880302-0205 AP880303-0008 AP880304-0023 AP880304-0175
q127 WSJ880315-0079 AP880302-0205 AP880303-0008 AP880304-0023 AP880304-0175 AP880311-0168
q127 AP880318-0232 AP880303-0008 AP880304-0023 AP880304-0175 AP880311-0168 WSJ880315-0079
q127 AP880319-0134 AP880304-0023 AP880304-0175 AP880311-0168 WSJ880315-0079 AP880318-0232
q127 AP880322-0206 AP880304-0175 AP880311-0168 WSJ880315-0079 AP880318-0232 AP880319-0134
q127 WSJ880323-0108 AP880311-0168 WSJ880315-0079 AP880318-0232 AP880319-0134 AP880322-0206
q127 AP880323-0114 WSJ880315-0079 AP880318-0232 AP880319-0134 AP880322-0206 WSJ880323-0108
q127 WSJ880324-0069 AP880318-0232 AP880319-0134 AP880322-0206 WSJ880323-0108 AP880323-0114
q127 AP880324-0256 AP880319-0134 AP880322-0206 WSJ880323-0108 AP880323-0114 WSJ880324-0069
q127 AP880325-0009 AP880322-0206 WSJ880323-0108 AP880323-0114 WSJ880324-0069 AP880324-0256
q127 AP880325-0167 WSJ880323-0108 AP880323-0114 WSJ880324-0069 AP880324-0256 AP880325-0009
q127 AP880326-0147 AP880323-0114 WSJ880324-0069 AP880324-0256 AP880325-0009 AP880325-0167
q127 AP880330-0182 WSJ880324-0069 AP880324-0256 AP880325-0009 AP880325-0167 AP880326-0147
q127 AP880411-0186 AP880324-0256 AP880325-0009 AP880325-0167 AP880326-0147 AP880330-0182
q127 AP880412-0018 AP880325-0009 AP880325-0167 AP880326-0147 AP880330-0182 AP880411-0186
q127 AP880414-0035 AP880325-0167 AP880326-0147 AP880330-0182 AP880411-0186 AP880412-0018
q127 AP880414-0171 AP880326-0147 AP880330-0182 AP880411-0186 AP880412-0018 AP880414-0035
q127 AP880419-0016 AP880330-0182 AP880411-0186 AP880412-0018 AP880414-0035 AP880414-0171
q127 AP880419-0174 AP880411-0186 AP880412-0018 AP880414-0035 AP880414-0171 AP880419-0016
q127 AP880420-0181 AP880412-0018 AP880414-0035 AP880414-0171 AP880419-0016 AP880419-0174
q127 AP880421-0092 AP880414-0035 AP880414-0171 AP880419-0016 AP880419-0174 AP880420-0181
q127 AP880426-0182 AP880414-0171 AP880419-0016 AP880419-0174 AP880420-0181 AP880421-0092
q127 AP880428-0024 AP880419-0016 AP880419-0174 AP880420-0181 AP880421-0092 AP880426-0182
q127 AP880504-0038 AP880419-0174 AP880420-0181 AP880421-0092 AP880426-0182 AP880428-0024
q127 AP880508-0021 AP880420-0181 AP880421-0092 AP880426-0182 AP880428-0024 AP880504-0038
q127 AP880509-0003 AP880421-0092 AP880426-0182 AP880428-0024 AP880504-0038 AP880508-0021
q127 AP880510-0174 AP880426-0182 AP880428-0024 AP880504-0038 AP880508-0021 AP880509-0003
q127 AP880512-0110 AP880428-0024 AP880504-0038 AP880508-0021 AP880509-0003 AP880510-0174
q127 AP880513-0130 AP880504-0038 AP880508-0021 AP880509-0003 AP880510-0174 AP880512-0110
q127 AP880519-0206 AP880508-0021 AP880509-0003 AP880510-0174 AP880512-0110 AP880513-0130
q127 AP880520-0106 AP880509-0003 AP880510-0174 AP880512-0110 AP880513-0130 AP880519-0206
q127 AP880520-0120 AP880510-0174 AP880512-0110 AP880513-0130 AP880519-0206 AP880520-0106
q127 AP880523-0028 AP880512-0110 AP880513-0130 AP880519-0206 AP880520-0106 AP880520-0120
q127 AP880523-0131 AP880513-0130 AP880519-0206 AP880520-0106 AP880520-0120 AP880523-0028
q127 AP880523-0171 AP880519-0206 AP880520-0106 AP880520-0120 AP880523-0028 AP880523-0131
q127 AP880523-0228 AP880520-0106 AP880520-0120 AP880523-0028 AP880523-0131 AP880523-0171
q127 AP880524-0263 AP880520-0120 AP880523-0028 AP880523-0131 AP880523-0171 AP880523-0228
q127 AP880524-0270 AP880523-0028 AP880523-0131 AP880523-0171 AP880523-0228 AP880524-0263
q127 AP880525-0125 AP880523-0131 AP880523-0171 AP880523-0228 AP880524-0263 AP880524-0270
q127 AP880525-0132 AP880523-0171 AP880523-0228 AP880524-0263 AP880524-0270 AP880525-0125
q127 AP880525-0239 AP880523-0228 AP880524-0263 AP880524-0270 AP880525-0125 AP880525-0132
q127 AP880526-0031 AP880524-0263 AP880524-0270 AP880525-0125 AP880525-0132 AP880525-0239
q127 AP880526-0135 AP880524-0270 AP880525-0125 AP880525-0132 AP880525-0239 AP880526-0031
q127 AP880526-0272 AP880525-0132 AP880525-0239 AP880526-0031 AP880526-0135 AP880526-0252
q127 WSJ880527-0006 AP880525-0239 AP880526-0031 AP880526-0135 AP880526-0252 AP880526-0272
q127 WSJ880527-0009 AP880526-0031 AP880526-0135 AP880526-0252 AP880526-0272 WSJ880527-0006
q127 AP880527-0024 AP880526-0135 AP880526-0252 AP880526-0272 WSJ880527-0006 WSJ880527-0009
q127 AP880527-0199 AP880526-0252 AP880526-0272 WSJ880527-0006 WSJ880527-0009 AP880527-0024
q127 AP880528-0013 AP880526-0272 WSJ880527-0006 WSJ880527-0009 AP880527-0024 AP880527-0199
q127 AP880528-0014 WSJ880527-0006 WSJ880527-0009 AP880527-0024 AP880527-0199 AP880528-0013
q127 AP880528-0087 WSJ880527-0009 AP880527-0024 AP880527-0199 AP880528-0013 AP880528-0014
q127 AP880528-0100 AP880527-0024 AP880527-0199 AP880528-0013 AP880528-0014 AP880528-0087
q127 AP880528-0108 AP880527-0199 AP880528-0013 AP880528-0014 AP880528-0087 AP880528-0100
q127 AP880529-0027 AP880528-0013 AP880528-0014 AP880528-0087 AP880528-0100 AP880528-0108
q127 AP880530-0041 AP880528-0014 AP880528-0087 AP880528-0100 AP880528-0108 AP880529-0027
q127 AP880531-0183 AP880528-0087 AP880528-0100 AP880528-0108 AP880529-0027 AP880530-0041
q127 AP880601-0170 AP880528-0108 AP880529-0027 AP880530-0041 AP880531-0183 WSJ880601-0155
q127 AP880601-0241 AP880530-0041 AP880531-0183 WSJ880601-0155 AP880601-0170 AP880601-0184
q127 AP880602-0050 AP880531-0183 WSJ880601-0155 AP880601-0170 AP880601-0184 AP880601-0241
q127 AP880602-0174 WSJ880601-0155 AP880601-0170 AP880601-0184 AP880601-0241 AP880602-0050
q127 AP880603-0022 AP880601-0170 AP880601-0184 AP880601-0241 AP880602-0050 AP880602-0174
q127 AP880604-0052 AP880601-0184 AP880601-0241 AP880602-0050 AP880602-0174 AP880603-0022
q127 AP880607-0093 AP880601-0241 AP880602-0050 AP880602-0174 AP880603-0022 AP880604-0052
q127 AP880609-0049 AP880602-0050 AP880602-0174 AP880603-0022 AP880604-0052 AP880607-0093
q127 AP880611-0160 AP880602-0174 AP880603-0022 AP880604-0052 AP880607-0093 AP880609-0049
q127 AP880613-0193 AP880603-0022 AP880604-0052 AP880607-0093 AP880609-0049 AP880611-0160
q127 AP880614-0032 AP880604-0052 AP880607-0093 AP880609-0049 AP880611-0160 AP880613-0193
q127 AP880621-0009 AP880607-0093 AP880609-0049 AP880611-0160 AP880613-0193 AP880614-0032
q127 AP880628-0178 AP880611-0160 AP880613-0193 AP880614-0032 AP880621-0009 AP880621-0025
q127 AP880628-0203 AP880613-0193 AP880614-0032 AP880621-0009 AP880621-0025 AP880628-0178
q127 AP880630-0209 AP880614-0032 AP880621-0009 AP880621-0025 AP880628-0178 AP880628-0203
q127 AP880701-0093 AP880621-0009 AP880621-0025 AP880628-0178 AP880628-0203 AP880630-0209
q127 AP880702-0167 AP880621-0025 AP880628-0178 AP880628-0203 AP880630-0209 AP880701-0093
q127 AP880703-0003 AP880628-0178 AP880628-0203 AP880630-0209 AP880701-0093 AP880702-0167
q127 AP880707-0075 AP880628-0203 AP880630-0209 AP880701-0093 AP880702-0167 AP880703-0003
q127 AP880708-0018 AP880630-0209 AP880701-0093 AP880702-0167 AP880703-0003 AP880707-0075
q127 AP880710-0020 AP880701-0093 AP880702-0167 AP880703-0003 AP880707-0075 AP880708-0018
q127 AP880711-0092 AP880702-0167 AP880703-0003 AP880707-0075 AP880708-0018 AP880710-0020
q127 AP880712-0062 AP880703-0003 AP880707-0075 AP880708-0018 AP880710-0020 AP880711-0092
q127 AP880716-0068 AP880708-0018 AP880710-0020 AP880711-0092 AP880712-0062 AP880712-0118
q127 WSJ880811-0152 AP880710-0020 AP880711-0092 AP880712-0062 AP880712-0118 AP880716-0068
q127 AP880823-0116 AP880711-0092 AP880712-0062 AP880712-0118 AP880716-0068 WSJ880811-0152
q127 AP880824-0099 AP880712-0062 AP880712-0118 AP880716-0068 WSJ880811-0152 AP880823-0116
q127 AP880824-0129 AP880712-0118 AP880716-0068 WSJ880811-0152 AP880823-0116 AP880824-0099
q127 AP880827-0062 AP880716-0068 WSJ880811-0152 AP880823-0116 AP880824-0099 AP880824-0129
q127 AP880829-0162 AP880823-0116 AP880824-0099 AP880824-0129 AP880827-0062 AP880827-0102
q127 AP880830-0094 AP880824-0099 AP880824-0129 AP880827-0062 AP880827-0102 AP880829-0162
q127 AP880831-0072 AP880824-0129 AP880827-0062 AP880827-0102 AP880829-0162 AP880830-0094
q127 AP880831-0201 AP880827-0062 AP880827-0102 AP880829-0162 AP880830-0094 AP880831-0072
q127 AP880901-0177 AP880827-0102 AP880829-0162 AP880830-0094 AP880831-0072 AP880831-0201
q127 AP880908-0221 AP880829-0162 AP880830-0094 AP880831-0072 AP880831-0201 AP880901-0177
q127 WSJ880909-0006 AP880830-0094 AP880831-0072 AP880831-0201 AP880901-0177 AP880908-0221
q127 AP881026-0029 AP880831-0201 AP880901-0177 AP880908-0221 WSJ880909-0006 AP880909-0199
q127 AP881027-0028 AP880901-0177 AP880908-0221 WSJ880909-0006 AP880909-0199 AP881026-0029
q127 AP881031-0146 AP880908-0221 WSJ880909-0006 AP880909-0199 AP881026-0029 AP881027-0028
q127 AP881203-0138 WSJ880909-0006 AP880909-0199 AP881026-0029 AP881027-0028 AP881031-0146
q127 AP881204-0003 AP881026-0029 AP881027-0028 AP881031-0146 AP881203-0138 AP881203-0155
q127 AP881206-0017 AP881027-0028 AP881031-0146 AP881203-0138 AP881203-0155 AP881204-0003
q127 AP881208-0003 AP881031-0146 AP881203-0138 AP881203-0155 AP881204-0003 AP881206-0017
q127 AP881209-0080 AP881203-0138 AP881203-0155 AP881204-0003 AP881206-0017 AP881208-0003
q127 AP890104-0220 AP881203-0155 AP881204-0003 AP881206-0017 AP881208-0003 AP881209-0080
q127 AP890119-0164 AP881204-0003 AP881206-0017 AP881208-0003 AP881209-0080 AP890104-0220
q127 AP890130-0100 AP881206-0017 AP881208-0003 AP881209-0080 AP890104-0220 AP890119-0164
q127 AP890213-0009 AP881208-0003 AP881209-0080 AP890104-0220 AP890119-0164 AP890130-0100
q127 AP890214-0128 AP881209-0080 AP890104-0220 AP890119-0164 AP890130-0100 AP890213-0009
q127 AP890215-0007 AP890104-0220 AP890119-0164 AP890130-0100 AP890213-0009 AP890214-0128
q127 AP890311-0107 AP890119-0164 AP890130-0100 AP890213-0009 AP890214-0128 AP890215-0007
q127 AP890316-0130 AP890130-0100 AP890213-0009 AP890214-0128 AP890215-0007 AP890311-0107
q127 AP890317-0009 AP890213-0009 AP890214-0128 AP890215-0007 AP890311-0107 AP890316-0130
q127 AP890407-0186 AP890214-0128 AP890215-0007 AP890311-0107 AP890316-0130 AP890317-0009
q127 AP890510-0165 AP890215-0007 AP890311-0107 AP890316-0130 AP890317-0009 AP890407-0186
q127 AP890510-0203 AP890311-0107 AP890316-0130 AP890317-0009 AP890407-0186 AP890510-0165
q127 AP890513-0139 AP890316-0130 AP890317-0009 AP890407-0186 AP890510-0165 AP890510-0203
q127 AP890515-0011 AP890317-0009 AP890407-0186 AP890510-0165 AP890510-0203 AP890513-0139
q127 AP890518-0160 AP890510-0165 AP890510-0203 AP890513-0139 AP890515-0011 AP890515-0172
q127 AP890523-0086 AP890510-0203 AP890513-0139 AP890515-0011 AP890515-0172 AP890518-0160
q127 AP890527-0062 AP890513-0139 AP890515-0011 AP890515-0172 AP890518-0160 AP890523-0086
q127 AP890529-0063 AP890515-0011 AP890515-0172 AP890518-0160 AP890523-0086 AP890527-0062
q127 AP890531-0152 AP890515-0172 AP890518-0160 AP890523-0086 AP890527-0062 AP890529-0063
q127 AP890601-0014 AP890518-0160 AP890523-0086 AP890527-0062 AP890529-0063 AP890531-0152
q127 AP890602-0011 AP890523-0086 AP890527-0062 AP890529-0063 AP890531-0152 AP890601-0014
q127 AP890618-0071 AP890527-0062 AP890529-0063 AP890531-0152 AP890601-0014 AP890602-0011
q127 AP890619-0072 AP890529-0063 AP890531-0152 AP890601-0014 AP890602-0011 AP890618-0071
q127 AP890619-0128 AP890531-0152 AP890601-0014 AP890602-0011 AP890618-0071 AP890619-0072
q127 AP890619-0129 AP890601-0014 AP890602-0011 AP890618-0071 AP890619-0072 AP890619-0128
q127 AP890620-0133 AP890602-0011 AP890618-0071 AP890619-0072 AP890619-0128 AP890619-0129
q127 AP890621-0070 AP890618-0071 AP890619-0072 AP890619-0128 AP890619-0129 AP890620-0133
q127 AP890705-0110 AP890619-0128 AP890619-0129 AP890620-0133 AP890621-0070 AP890621-0105
q127 AP890712-0155 AP890619-0129 AP890620-0133 AP890621-0070 AP890621-0105 AP890705-0110
q127 AP890727-0101 AP890620-0133 AP890621-0070 AP890621-0105 AP890705-0110 AP890712-0155
q127 AP890914-0091 AP890621-0070 AP890621-0105 AP890705-0110 AP890712-0155 AP890727-0101
q127 AP890923-0138 AP890621-0105 AP890705-0110 AP890712-0155 AP890727-0101 AP890914-0091
q127 AP890925-0112 AP890705-0110 AP890712-0155 AP890727-0101 AP890914-0091 AP890923-0138
q127 AP890926-0172 AP890712-0155 AP890727-0101 AP890914-0091 AP890923-0138 AP890925-0112
q127 AP890927-0034 AP890727-0101 AP890914-0091 AP890923-0138 AP890925-0112 AP890926-0172
q127 AP890927-0066 AP890914-0091 AP890923-0138 AP890925-0112 AP890926-0172 AP890927-0034
q127 AP890928-0095 AP890923-0138 AP890925-0112 AP890926-0172 AP890927-0034 AP890927-0066
q127 AP891101-0039 AP890925-0112 AP890926-0172 AP890927-0034 AP890927-0066 AP890928-0095
q127 AP891108-0170 AP890926-0172 AP890927-0034 AP890927-0066 AP890928-0095 AP891101-0039
q127 AP891109-0150 AP890927-0034 AP890927-0066 AP890928-0095 AP891101-0039 AP891108-0170
q127 AP891109-0187 AP890927-0066 AP890928-0095 AP891101-0039 AP891108-0170 AP891109-0150
q127 AP891201-0001 AP890928-0095 AP891101-0039 AP891108-0170 AP891109-0150 AP891109-0187
q127 AP891202-0111 AP891101-0039 AP891108-0170 AP891109-0150 AP891109-0187 AP891201-0001
q127 AP891203-0043 AP891108-0170 AP891109-0150 AP891109-0187 AP891201-0001 AP891202-0111
q127 AP900112-0021 AP891109-0150 AP891109-0187 AP891201-0001 AP891202-0111 AP891203-0043
q127 AP900120-0014 AP891109-0187 AP891201-0001 AP891202-0111 AP891203-0043 AP900112-0021
q127 AP900129-0173 AP891201-0001 AP891202-0111 AP891203-0043 AP900112-0021 AP900120-0014
q127 AP900130-0033 AP891202-0111 AP891203-0043 AP900112-0021 AP900120-0014 AP900129-0173
q127 AP900203-0015 AP891203-0043 AP900112-0021 AP900120-0014 AP900129-0173 AP900130-0033
q127 AP900203-0066 AP900112-0021 AP900120-0014 AP900129-0173 AP900130-0033 AP900203-0015
q127 AP900207-0025 AP900120-0014 AP900129-0173 AP900130-0033 AP900203-0015 AP900203-0066
q127 AP900214-0129 AP900129-0173 AP900130-0033 AP900203-0015 AP900203-0066 AP900207-0025
q127 AP900217-0057 AP900130-0033 AP900203-0015 AP900203-0066 AP900207-0025 AP900214-0129
q127 AP900306-0138 AP900203-0015 AP900203-0066 AP900207-0025 AP900214-0129 AP900217-0057
